2016-02-17 20:29:00 UTC+0000,126.10
2016-02-17 20:30:00 UTC+0000,126.12
2016-02-17 20:30:00 UTC+0000,126.09
2016-02-17 20:31:00 UTC+0000,126.13
2016-02-17 20:33:00 UTC+0000,126.12
2016-02-17 20:34:00 UTC+0000,126.135
2016-02-17 20:35:00 UTC+0000,126.10
2016-02-17 20:36:00 UTC+0000,125.975
2016-02-17 20:37:00 UTC+0000,126.01
2016-02-17 20:38:00 UTC+0000,126.01
2016-02-17 20:39:00 UTC+0000,126.09
2016-02-17 20:40:00 UTC+0000,126.14
2016-02-17 20:41:00 UTC+0000,126.20
2016-02-17 20:42:00 UTC+0000,126.18
2016-02-17 20:43:00 UTC+0000,126.15
2016-02-17 20:44:00 UTC+0000,126.17
2016-02-17 20:45:00 UTC+0000,126.21
2016-02-17 20:46:00 UTC+0000,126.27
2016-02-17 20:47:00 UTC+0000,126.22
2016-02-17 20:48:00 UTC+0000,126.19
2016-02-17 20:49:00 UTC+0000,126.235
2016-02-17 20:50:00 UTC+0000,126.24
2016-02-17 20:51:00 UTC+0000,126.25
2016-02-17 20:52:00 UTC+0000,126.17
2016-02-17 20:53:00 UTC+0000,126.23
2016-02-17 20:54:00 UTC+0000,126.21
2016-02-17 20:55:00 UTC+0000,126.08
2016-02-17 20:56:00 UTC+0000,126.05
2016-02-17 20:57:00 UTC+0000,126.03
2016-02-17 20:58:00 UTC+0000,126.02
2016-02-17 20:59:00 UTC+0000,126.05
2016-02-17 20:59:00 UTC+0000,126.09
2016-02-17 20:59:00 UTC+0000,126.09
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
2016-02-17 21:03:00 UTC+0000,126.10
